url,category,issue,type,details
https://truongvietanh.com/4-cach-day-con-dang-hoc-tap-tu-me-do-thai/,Performance,Moderate Response Time,warning,Page took 2023.91ms to respond (recommended: <1000ms)
https://truongvietanh.com/4-cach-day-con-dang-hoc-tap-tu-me-do-thai/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/4-cach-day-con-dang-hoc-tap-tu-me-do-thai/,SEO,Title Too Long,warning,Title is 72 characters (recommended: ≤60)
https://truongvietanh.com/4-cach-tra-cuu-diem-thi-tuyen-sinh-vao-lop-10-chinh-xac-nhat/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/4-cach-tra-cuu-diem-thi-tuyen-sinh-vao-lop-10-chinh-xac-nhat/,SEO,Meta Description Too Short,warning,Description is 114 characters (recommended: 120-160)
https://truongvietanh.com/4-hoc-sinh-doat-giai-ioe-cap-thanh-pho-nam-2017-ngay-28-thang-03-nam-2017/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/4-hoc-sinh-doat-giai-ioe-cap-thanh-pho-nam-2017-ngay-28-thang-03-nam-2017/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/4-hoc-sinh-doat-giai-ioe-cap-thanh-pho-nam-2017-ngay-28-thang-03-nam-2017/,SEO,Title Too Long,warning,Title is 109 characters (recommended: ≤60)
https://truongvietanh.com/4-hoc-sinh-doat-giai-ioe-cap-thanh-pho-nam-2017/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/4-hoc-sinh-doat-giai-ioe-cap-thanh-pho-nam-2017/,Performance,Moderate Response Time,warning,Page took 1747.61ms to respond (recommended: <1000ms)
https://truongvietanh.com/4-hoc-sinh-doat-giai-ioe-cap-thanh-pho-nam-2017/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/4-hoc-sinh-doat-giai-ioe-cap-thanh-pho-nam-2017/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/4-hoc-sinh-truong-thcs-va-thpt-viet-anh-xuat-sac-dat-giai-olympic/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/4-hoc-sinh-truong-thcs-va-thpt-viet-anh-xuat-sac-dat-giai-olympic/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/4-hoc-sinh-truong-thcs-va-thpt-viet-anh-xuat-sac-dat-giai-olympic/,SEO,Title Too Long,warning,Title is 96 characters (recommended: ≤60)
https://truongvietanh.com/4-vi-tuong-duoc-cong-nhan-giao-su/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/4-vi-tuong-duoc-cong-nhan-giao-su/,Performance,Moderate Response Time,warning,Page took 1438.28ms to respond (recommended: <1000ms)
https://truongvietanh.com/4-vi-tuong-duoc-cong-nhan-giao-su/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/4-vi-tuong-duoc-cong-nhan-giao-su/,SEO,Title Too Long,warning,Title is 64 characters (recommended: ≤60)
https://truongvietanh.com/4-yeu-to-quan-trong-giup-gioi-tre-thanh-cong/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/4-yeu-to-quan-trong-giup-gioi-tre-thanh-cong/,Performance,Moderate Response Time,warning,Page took 1076.73ms to respond (recommended: <1000ms)
https://truongvietanh.com/4-yeu-to-quan-trong-giup-gioi-tre-thanh-cong/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/4-yeu-to-quan-trong-giup-gioi-tre-thanh-cong/,SEO,Title Too Long,warning,Title is 75 characters (recommended: ≤60)
https://truongvietanh.com/5-bi-mat-cua-co-thu-khoa-noi-tru/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/5-cach-de-cai-thien-ky-nang-viet-cua-ban/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/5-cach-de-cai-thien-ky-nang-viet-cua-ban/,Performance,Moderate Response Time,warning,Page took 1403.78ms to respond (recommended: <1000ms)
https://truongvietanh.com/5-cach-de-cai-thien-ky-nang-viet-cua-ban/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/5-cach-de-cai-thien-ky-nang-viet-cua-ban/,SEO,Title Too Long,warning,Title is 71 characters (recommended: ≤60)
https://truongvietanh.com/5-cach-giai-toan-hinh-hoc-khong-gian-nhanh-nhat/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/5-cach-giai-toan-hinh-hoc-khong-gian-nhanh-nhat/,Performance,Moderate Response Time,warning,Page took 1680.04ms to respond (recommended: <1000ms)
https://truongvietanh.com/5-cach-giai-toan-hinh-hoc-khong-gian-nhanh-nhat/,Technical,Canonical URL Different,warning,Canonical points to: https://truongvietanh.com/cach-hoc-tot-hinh-hoc-khong-gian/
https://truongvietanh.com/5-cach-hoc-tren-internet/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/5-cach-hoc-tren-internet/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/5-dai-hoc-hang-dau-cua-new-zealand/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/5-dai-hoc-hang-dau-cua-new-zealand/,Performance,Moderate Response Time,warning,Page took 1826.51ms to respond (recommended: <1000ms)
https://truongvietanh.com/5-dai-hoc-hang-dau-cua-new-zealand/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/5-dai-hoc-hang-dau-cua-new-zealand/,SEO,Title Too Long,warning,Title is 65 characters (recommended: ≤60)
https://truongvietanh.com/5-dia-diem-du-hoc-gia-ca-phai-chang/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/5-dia-diem-du-hoc-gia-ca-phai-chang/,Performance,Moderate Response Time,warning,Page took 1310.19ms to respond (recommended: <1000ms)
https://truongvietanh.com/5-dia-diem-du-hoc-gia-ca-phai-chang/,SEO,Meta Description Too Long,warning,Description is 300 characters (recommended: ≤160)
https://truongvietanh.com/5-dieu-ban-can-luu-y-khi-chon-nghe/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/5-dieu-ban-can-luu-y-khi-chon-nghe/,Performance,Moderate Response Time,warning,Page took 1175.8ms to respond (recommended: <1000ms)
https://truongvietanh.com/5-dieu-ban-can-luu-y-khi-chon-nghe/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/5-dieu-ban-can-luu-y-khi-chon-nghe/,SEO,Title Too Long,warning,Title is 65 characters (recommended: ≤60)
https://truongvietanh.com/5-dieu-khong-the-bo-lo-khi-du-hoc-canada/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/5-dieu-khong-the-bo-lo-khi-du-hoc-canada/,Performance,Moderate Response Time,warning,Page took 1418.32ms to respond (recommended: <1000ms)
https://truongvietanh.com/5-dieu-khong-the-bo-lo-khi-du-hoc-canada/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/5-dieu-khong-the-bo-lo-khi-du-hoc-canada/,SEO,Title Too Long,warning,Title is 71 characters (recommended: ≤60)
https://truongvietanh.com/5-dieu-khong-the-bo-qua-khi-du-hoc-my/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/5-dieu-khong-the-bo-qua-khi-du-hoc-my/,Performance,Moderate Response Time,warning,Page took 1170.53ms to respond (recommended: <1000ms)
https://truongvietanh.com/5-dieu-khong-the-bo-qua-khi-du-hoc-my/,SEO,Meta Description Too Long,warning,Description is 304 characters (recommended: ≤160)
https://truongvietanh.com/5-dieu-khong-the-bo-qua-khi-du-hoc-uc/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/5-dieu-khong-the-bo-qua-khi-du-hoc-uc/,Performance,Moderate Response Time,warning,Page took 1660.77ms to respond (recommended: <1000ms)
https://truongvietanh.com/5-dieu-khong-the-bo-qua-khi-du-hoc-uc/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/5-dieu-khong-the-bo-qua-khi-du-hoc-uc/,SEO,Title Too Long,warning,Title is 68 characters (recommended: ≤60)
https://truongvietanh.com/5-ky-nang-song-con-the-he-z-can-trang-bi/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/5-ky-nang-song-con-the-he-z-can-trang-bi/,Performance,Moderate Response Time,warning,Page took 1023.29ms to respond (recommended: <1000ms)
https://truongvietanh.com/5-ky-nang-song-con-the-he-z-can-trang-bi/,SEO,Title Too Long,warning,Title is 71 characters (recommended: ≤60)
https://truongvietanh.com/5-loi-ich-cua-viec-luyen-tap-lap-lai/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/5-loi-ich-cua-viec-luyen-tap-lap-lai/,Performance,Moderate Response Time,warning,Page took 1791.56ms to respond (recommended: <1000ms)
https://truongvietanh.com/5-loi-ich-cua-viec-luyen-tap-lap-lai/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/5-loi-ich-cua-viec-luyen-tap-lap-lai/,SEO,Title Too Long,warning,Title is 67 characters (recommended: ≤60)
https://truongvietanh.com/5-loi-ich-khi-du-hoc-my-tu-trung-hoc/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/5-loi-ich-khi-du-hoc-my-tu-trung-hoc/,SEO,Meta Description Too Short,warning,Description is 107 characters (recommended: 120-160)
https://truongvietanh.com/5-loi-ich-thiet-thuc-khi-ban-di-du-hoc/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/5-loi-ich-thiet-thuc-khi-ban-di-du-hoc/,Performance,Moderate Response Time,warning,Page took 1637.24ms to respond (recommended: <1000ms)
https://truongvietanh.com/5-loi-ich-thiet-thuc-khi-ban-di-du-hoc/,SEO,Meta Description Too Long,warning,Description is 309 characters (recommended: ≤160)
https://truongvietanh.com/5-ly-do-ban-nen-du-hoc-trung-quoc/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/5-ly-do-ban-nen-du-hoc-trung-quoc/,Performance,Moderate Response Time,warning,Page took 1581.35ms to respond (recommended: <1000ms)
https://truongvietanh.com/5-ly-do-ban-nen-du-hoc-trung-quoc/,SEO,Meta Description Too Long,warning,Description is 189 characters (recommended: ≤160)
https://truongvietanh.com/5-nguyen-tac-khen-con-cua-me-than-dong-do-nhat-nam/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/5-nguyen-tac-khen-con-cua-me-than-dong-do-nhat-nam/,Performance,Slow Response Time,error,Page took 3086.94ms to respond (recommended: <3000ms)
https://truongvietanh.com/5-nguyen-tac-khen-con-cua-me-than-dong-do-nhat-nam/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/5-nguyen-tac-khen-con-cua-me-than-dong-do-nhat-nam/,SEO,Title Too Long,warning,Title is 83 characters (recommended: ≤60)
https://truongvietanh.com/5-quy-tac-noi-ban-can-biet/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/5-quy-tac-noi-ban-can-biet/,Performance,Moderate Response Time,warning,Page took 1403.55ms to respond (recommended: <1000ms)
https://truongvietanh.com/5-quy-tac-noi-ban-can-biet/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/6-cach-tiet-kiem-tien-cho-du-hoc-sinh-thuy-dien/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/6-cach-tiet-kiem-tien-cho-du-hoc-sinh-thuy-dien/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/6-cach-tiet-kiem-tien-cho-du-hoc-sinh-thuy-dien/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/6-ly-do-khien-ban-muon-du-hoc-ha-lan/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/6-ly-do-khien-ban-muon-du-hoc-ha-lan/,Performance,Moderate Response Time,warning,Page took 1615.39ms to respond (recommended: <1000ms)
https://truongvietanh.com/6-ly-do-khien-ban-muon-du-hoc-ha-lan/,SEO,Meta Description Too Long,warning,Description is 279 characters (recommended: ≤160)
https://truongvietanh.com/6-ly-do-khien-ban-muon-du-hoc-trung-quoc/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/6-ly-do-khien-ban-muon-du-hoc-trung-quoc/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/6-ly-do-khien-ban-muon-du-hoc-trung-quoc/,SEO,Title Too Long,warning,Title is 71 characters (recommended: ≤60)
https://truongvietanh.com/6-phuong-thuc-tuyen-sinh-vao-dai-hoc-cao-dang-nam-2015/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/6-phuong-thuc-tuyen-sinh-vao-dai-hoc-cao-dang-nam-2015/,Performance,Moderate Response Time,warning,Page took 1424.51ms to respond (recommended: <1000ms)
https://truongvietanh.com/6-phuong-thuc-tuyen-sinh-vao-dai-hoc-cao-dang-nam-2015/,SEO,Meta Description Too Short,warning,Description is 103 characters (recommended: 120-160)
https://truongvietanh.com/6-thanh-pho-hap-dan-khi-du-hoc-uc/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/6-thanh-pho-hap-dan-khi-du-hoc-uc/,Performance,Moderate Response Time,warning,Page took 1854.69ms to respond (recommended: <1000ms)
https://truongvietanh.com/6-thanh-pho-hap-dan-khi-du-hoc-uc/,SEO,Meta Description Too Long,warning,Description is 371 characters (recommended: ≤160)
https://truongvietanh.com/6-thi-nghiem-khoa-hoc-co-the-bieu-dien-cho-con-tai-nha/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/6-thi-nghiem-khoa-hoc-co-the-bieu-dien-cho-con-tai-nha/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/6-thi-nghiem-khoa-hoc-co-the-bieu-dien-cho-con-tai-nha/,SEO,Title Too Long,warning,Title is 85 characters (recommended: ≤60)
https://truongvietanh.com/7-cach-hoc-tieng-anh-voi-facebook-truong-quoc-te-viet-anh/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/7-cach-hoc-tieng-anh-voi-facebook-truong-quoc-te-viet-anh/,Performance,Moderate Response Time,warning,Page took 1886.6ms to respond (recommended: <1000ms)
https://truongvietanh.com/7-cach-hoc-tieng-anh-voi-facebook-truong-quoc-te-viet-anh/,SEO,Meta Description Too Long,warning,Description is 207 characters (recommended: ≤160)
https://truongvietanh.com/7-cach-hoc-tieng-anh-voi-facebook-truong-quoc-te-viet-anh/,Technical,Canonical URL Different,warning,Canonical points to: https://truongvietanh.com/hoc-tieng-anh-hieu-qua-cung-truong-quoc-te-viet-anh-2018/
https://truongvietanh.com/7-dieu-ban-lam-anh-huong-den-kha-nang-nao-bo/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/7-dieu-ban-lam-anh-huong-den-kha-nang-nao-bo/,Performance,Moderate Response Time,warning,Page took 1673.99ms to respond (recommended: <1000ms)
https://truongvietanh.com/7-dieu-ban-lam-anh-huong-den-kha-nang-nao-bo/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/7-dieu-ban-lam-anh-huong-den-kha-nang-nao-bo/,SEO,Title Too Long,warning,Title is 75 characters (recommended: ≤60)
https://truongvietanh.com/7-dieu-can-biet-truoc-khi-du-hoc/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/7-dieu-can-biet-truoc-khi-du-hoc/,SEO,Meta Description Too Long,warning,Description is 261 characters (recommended: ≤160)
https://truongvietanh.com/7-dieu-ghi-nho-cho-cac-doi-di-du-lich/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/7-dieu-ghi-nho-cho-cac-doi-di-du-lich/,Performance,Moderate Response Time,warning,Page took 1281.4ms to respond (recommended: <1000ms)
https://truongvietanh.com/7-dieu-ghi-nho-cho-cac-doi-di-du-lich/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/7-dieu-ghi-nho-cho-cac-doi-di-du-lich/,SEO,Title Too Long,warning,Title is 68 characters (recommended: ≤60)
https://truongvietanh.com/7-loi-khuyen-cho-viec-hoc-tieng-anh/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/7-loi-khuyen-cho-viec-hoc-tieng-anh/,SEO,Meta Description Too Long,warning,Description is 386 characters (recommended: ≤160)
https://truongvietanh.com/7-ly-do-nen-cho-tre-tham-gia-trai-he-ngay-22-thang-05-nam-2018/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/7-ly-do-nen-cho-tre-tham-gia-trai-he-ngay-22-thang-05-nam-2018/,Performance,Moderate Response Time,warning,Page took 1586.88ms to respond (recommended: <1000ms)
https://truongvietanh.com/7-ly-do-nen-cho-tre-tham-gia-trai-he-ngay-22-thang-05-nam-2018/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/7-ly-do-nen-cho-tre-tham-gia-trai-he-ngay-22-thang-05-nam-2018/,SEO,Title Too Long,warning,Title is 97 characters (recommended: ≤60)
https://truongvietanh.com/7-ly-do-nen-hoc-trai-he-canada/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/7-ly-do-nen-hoc-trai-he-canada/,Performance,Moderate Response Time,warning,Page took 1405.05ms to respond (recommended: <1000ms)
https://truongvietanh.com/7-ly-do-nen-hoc-trai-he-canada/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/7-ly-do-nen-hoc-trai-he-canada/,SEO,Title Too Long,warning,Title is 61 characters (recommended: ≤60)
https://truongvietanh.com/7-meo-nho-khi-chon-nghe/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/7-meo-nho-khi-chon-nghe/,Performance,Moderate Response Time,warning,Page took 1291.38ms to respond (recommended: <1000ms)
